message_id,type,type_id,org,comment,ticket_id,coords,photo,after_photo,address,district,subdistrict,province,timestamp,problem_type_abdul,status,star,count_reopen,state
292562,ทางเท้า,6,กรุงเทพมหานคร,ฟุตบาทแตกเป็นหลุม,2022-MPNV4C,"['100.61019', '13.68130']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/9771ffa0e39f7a5feed3f288d98d757569b66509.jpg,,3225 ถ. สุขุมวิท แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนา,บางนาเหนือ,กรุงเทพมหานคร,2022-12-12 10:37:30.924196+00:00,{ทางเท้า},report,,0,รอรับเรื่อง
292561,,12,กรุงเทพมหานคร,เด็กเช็ดกระจกไม่ให้ตังมันด่าเอาด้วย,2022-L3WBAX,"['100.55931', '13.72024']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/a7214882a0aa8ea5d2a01059ba4b49251f9f6c1e.jpg,,96 95 ถ. สุนทรโกษา แขวง คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,2022-12-12 10:35:01.410448+00:00,{},report,,0,รอรับเรื่อง
292560,,6,กรุงเทพมหานคร,สะพานข้ามคลองหลังตลาดแย้มเจริญรัตน์ พื้นทางลงแตกร้าว นบกวนซ่อมแซมค่ะ,2022-C3NR9L,"['100.80035', '13.75550']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/824e0d1d2802d238a7b2929e75ce10ed06e34a39.jpg,,3/1 ถนน ฉลองกรุง แขวง ลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,ลำปลาทิว,กรุงเทพมหานคร,2022-12-12 10:33:37.655019+00:00,{},report,,0,รอรับเรื่อง
292559,"ต้นไม้,ห้องน้ำ",28,กรุงเทพมหานคร,ห้องน้ำในสวนหลวง​ร.9​ น่าจะแตกเหม็นมาก​ ต้นไม้เหี่ยวไม่สมกับเก็บค่าเข้าชมเลย,2022-A6TF69,"['100.66119', '13.68749']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/30c2e4f4fbfeadeec8229f6e4e57c2a823f0e0ad.jpg,,MMP6+XF กรุงเทพมหานคร ประเทศไทย,ประเวศ,หนองบอน,กรุงเทพมหานคร,2022-12-12 10:32:52.165067+00:00,"{ต้นไม้,ห้องน้ำ}",report,,0,รอรับเรื่อง
292557,ความปลอดภัย,12,กรุงเทพมหานคร,ยังมีการอนุญาตให้มอเตอร์ไซค์วิ่งอยู่ใช่มั้ยคะ ถ้าเกิดวิ่งเร็วและคนและสัตว์เลี้ยง และทรัพย์สินได้รับอุบัติเหตุหรือความเสียหาย จะมีมาตรการรับผิดชอบอย่างไรคะ,2022-MAMPBE,"['100.55660', '13.73383']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/03b70aca680dc321f59c74abe5880a8f35705a25.jpg,,184 สุขุมวิท แขวง คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,2022-12-12 10:27:23.253628+00:00,{ความปลอดภัย},report,,0,รอรับเรื่อง
292555,สัตว์จรจัด,12,กรุงเทพมหานคร,"บริเวณนี้มีแมวจรจัดเยอะมาก ประมาณ 10 ตัว เเละมีการคลอดลูกตลอดเวลา
ฉี่เเละอึ ในบริเวณบ้านส่งกลิ่นเหม็น เเละทำให้มีเเมลงวันเยอะมาก แบบที่อยู่บ้านแทบไม่ได้",2022-EEMZG2,"['100.48074', '13.78423']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/3a13ead159c0f17f30e498d72f21d9913dbae1ea.jpg,,1554 ซอย จรัญสนิทวงศ์ 57 แขวง บางบำหรุ เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,บางพลัด,บางบำหรุ,กรุงเทพมหานคร,2022-12-12 10:23:51.384804+00:00,{สัตว์จรจัด},report,,0,รอรับเรื่อง
292553,ถนน,9,กรุงเทพมหานคร,รบกวนมาดูแลบริเวณแยกในซอยตรงนี้นิดนึงได้ไหมคะ ร้านค้ามีการเอาผลไม้บ้าง ปลาบ้าง มาล้างริมถนน วางริมถนนเกะกะ รถจอดซ้ายขวา เข้าออกค่อนข้างยาก รถจอดบริเวณแยกมุมอีก สามารถจัดการระเบียบตรงนี้ได้บ้างไหม,2022-PCM4WA,"['100.65025', '13.78603']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/62cab09c77cc77acd3d873bf293ba3738d8ff730.jpg,,44 ซอย นวมินทร์ 24 แขวง คลองกุ่ม เขต บึงกุ่ม กรุงเทพมหานคร 10240 ประเทศไทย,บึงกุ่ม,คลองกุ่ม,กรุงเทพมหานคร,2022-12-12 10:19:17.058672+00:00,{ถนน},report,,0,รอรับเรื่อง
292552,กีดขวาง,6,กรุงเทพมหานคร,ค้าขายกีดขวางทางเท้า,2022-L9RDF2,"['100.56406', '13.73427']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f0c2c56c8e2ce1914fbafa2072d1b02e136df7a3.jpg,,11 ซ. สุขุมวิท 20 คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,2022-12-12 10:19:11.193091+00:00,{กีดขวาง},report,,0,รอรับเรื่อง
292550,,12,กรุงเทพมหานคร,รั้วมันไม่มีครับ,2022-LX6YZ7,"['100.48144', '13.78817']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/869d203ebb3c9091d0be03a55d54ca7526482b0e.jpg,,24 สิรินธร แขวง บางบำหรุ เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,บางพลัด,บางบำหรุ,กรุงเทพมหานคร,2022-12-12 10:15:01.114881+00:00,{},report,,0,รอรับเรื่อง
292549,แสงสว่าง,33,กรุงเทพมหานคร,รื้อบ้านไฟไหม้,2022-EQ9NLQ,"['100.49565', '13.72287']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/044fbb7fe8d81946f3021e72ded3f4f7e3da72ad.jpg,,229 ซอย ชุมชนสองร้อยห้อง แขวง คลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,คลองสาน,คลองต้นไทร,กรุงเทพมหานคร,2022-12-12 10:13:57.234225+00:00,{แสงสว่าง},inprogress,,0,กำลังดำเนินการ
292548,ป้าย,5,กรุงเทพมหานคร,ป้ายกองโจร ตรงบางแวก 45 ครับ ติดอยู่ได้ เอาออกไม่รู้กี่รอบแล้ว,2022-FDXVL4,"['100.44462', '13.73760']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1154ae8b2ca08482b6dc1fc2163766995ad69b88.jpg,,2/8 32 ถ. บางแวก แขวง บางแวก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,ภาษีเจริญ,บางแวก,กรุงเทพมหานคร,2022-12-12 10:08:01.857444+00:00,{ป้าย},report,,0,รอรับเรื่อง
292547,สะพาน,6,กรุงเทพมหานคร,สะพานข้ามคลองพัง ชำหรุด   มีเด็กนักเรียนและประชาชนใช้เป็นจำนวนมาก อยากให้มาทำโดยเร็วที่สุด แจ้งหลายรอบหลายหน่วยงานไม่ได้รับการตอบรับ,2022-HKRKKN,"['100.80115', '13.77996']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/52639b26a232350b8ceb79bc5492e4959d5ecbc4.jpg,,QRJ2+2FM ซอย ฉลองกรุง 53 แขวง ลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,ลำปลาทิว,กรุงเทพมหานคร,2022-12-12 10:06:51.577422+00:00,{สะพาน},report,,0,รอรับเรื่อง
292545,ป้าย,5,กรุงเทพมหานคร,ป้ายกองโจร  มันมาติดอีกแล้วครับ,2022-4ZCAVT,"['100.43423', '13.73083']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f3e1de78daadd7be742e0749db635a3fac6fa1f1.jpg,,24 ซอย วัดจันทร์ประดิษฐาราม แขวง บางแวก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,ภาษีเจริญ,บางแวก,กรุงเทพมหานคร,2022-12-12 10:05:43.061447+00:00,{ป้าย},report,,0,รอรับเรื่อง
292544,สัตว์จรจัด,17,กรุงเทพมหานคร,เสียงสุนัขเห่ารบกวนชาวบ้าน,2022-7X94EE,"['100.46695', '13.75055']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/766dc2c55090cb46f0d5e43a6dbe700ee079d02a.jpg,,189/35 ถ. จรัญสนิทวงศ์ แขวง บางขุนศรี เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,บางกอกน้อย,บางขุนศรี,กรุงเทพมหานคร,2022-12-12 10:03:16.054792+00:00,{สัตว์จรจัด},report,,0,รอรับเรื่อง
292542,,12,กรุงเทพมหานคร,"ไฟคนเดินข้ามทางม้าลายเสีย
2เสา",2022-LCTRUA,"['100.64206', '13.76799']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/a7de7cbe44e7f7036686f39e33784cf84164e3dd.jpg,,16 ซอย แฮปปี้แลนด์สาย 1-2 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,บางกะปิ,คลองจั่น,กรุงเทพมหานคร,2022-12-12 09:58:16.863458+00:00,{},inprogress,,0,รอรับเรื่อง
292540,"ถนน,ความปลอดภัย,ร้องเรียน",12,กรุงเทพมหานคร,"ช่วยด้วยครับน้ำไม่ไหลมา 2เดือนแล้ว เนื่องจากกรมประปาขุดเจาะถนนเพื่อวางท่อใหม่ แต่ไม่คืบหน้ามาหลายเดือนแล้วครับ สัปดาห์นึงมาทำเพิ่มแต่2วัน ตอนนี้เดือดร้อนมากครับ น้ำไม่ไหล , ถนนทรุดตัว ขับขี่มอไซต์/ ปั่นจักยาน ลำบากและอันตรายมากครับ",2022-HLN3LZ,"['100.62384', '13.71391']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/cdcce05397fa299cd2102443adceaf495628655b.jpg,,202 สุขุมวิท 77 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-12-12 09:52:55.443169+00:00,"{ถนน,ความปลอดภัย,ร้องเรียน}",report,,0,รอรับเรื่อง
292535,"ทางเท้า,ความสะอาด",6,กรุงเทพมหานคร,ตอนนี้มีรถขายของตอนเย็นมาเพิ่มขึ้นเรื่องๆร้านใหม่ๆ ทำให้ฟุตบาททั้งของกทม.และของคอนโดเสียหาย ทิ้งขยะซุกไว้ตามต้ยไม้โครงการ และมีการนั่งตนพุ่มไม้ของโครงการ สร้างความเสียหายและสกปกหลายอย่าง เมื่อไรเทศกิจจะมาจัดการอย่างเด็ดขาดหลังจากที่ได้เตือนไปแล้วแต่กลับมีมาเพิ่มขึ้นเรื่อยๆ,2022-4N8GEX,"['100.58723', '13.88092']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/41b4fa87c53e4075d3c7e905791a5cbf80dc9de9.jpg,,299/161 ถนนวิภาวดีรังสิต แขวง ตลาดบางเขน เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,หลักสี่,ตลาดบางเขน,กรุงเทพมหานคร,2022-12-12 09:30:03.605146+00:00,"{ทางเท้า,ความสะอาด}",report,,0,รอรับเรื่อง
292533,"กีดขวาง,คลอง,ทางเท้า",6,กรุงเทพมหานคร,"ซุ้มเทศกิจ หน้าสำนักการแพทย์ กีดขวางการใช้ทางเท้า มานานร่วม 3 ปี การมีซุ้ม จนท.เทศกิจอยู่ ไม่ได้ทำให้ คนที่ขายของบนฟุตพาธ แถวคลองถมลดน้อยลง บางวันยังเห็นขายตรงข้ามซุ้มเทศกิจ และซุ้มยังกินพื้นที่ฟุตพาธ ทำให้เวลาเดิน ต้องเดินอ้อมลงไปด้านลงบนถนน...

และการมีซุ้มเทศกิจ ทำให้หน้าสำนักการแพทย์ ด้านซ้ายมือ มีรถ จนท.จอดอยู่ตลอดเวลา  แต่ไม่ได้อำนวยความเรียบร้อยอะไรได้เลย เพราะคนก็ยังขายของ วางของบนฟุตพาธ เหมือนเดิม",2022-MXQ2ET,"['100.50825', '13.74633']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/020a3d7aa7b1af0e07af634008b43948eec79566.jpg,,310 ถ. มหาจักร แขวง ป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,กรุงเทพมหานคร,2022-12-12 09:28:47.430361+00:00,"{กีดขวาง,คลอง,ทางเท้า}",inprogress,,0,กำลังดำเนินการ
292532,สายไฟ,12,กรุงเทพมหานคร,สายสื่อสารขาดระเกะระกะหลายวันแล้วไม่มีใครมาแก้ไข  สายมันต่ำลงมาเรื่อยๆ  แม้แต่รถขนะก็ไม่พ้น ต้องคอยมายกหลบ บางทีก็เกี่ยวสายขาด,2022-9G8AZQ,"['100.63322', '13.80314']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1e1b920a97c0ab406464f2dc31b9e373c2a2c70e.jpg,,2 ซอย โพธิ์แก้ว 3 แยก 9 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,บางกะปิ,คลองจั่น,กรุงเทพมหานคร,2022-12-12 09:27:40.154282+00:00,{สายไฟ},inprogress,,0,รอรับเรื่อง
292530,กีดขวาง,12,กรุงเทพมหานคร,ตึกสีม่วงต่อเติมกินพื้นที่สาธารณะ และฝั่งตรงข้ามยังมีรถมาจอดประจำ ทำให้รถเข้าออกลำบาก,2022-AFG9AA,"['100.60859', '13.70093']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f47b9148571ef94ff205e809a3d1788d619582f3.jpg,,115 ซอย พึ่งมี แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-12 09:26:03.584416+00:00,{กีดขวาง},report,,0,รอรับเรื่อง
292529,คลอง,18,กรุงเทพมหานคร,คลองแสนแสบน้ำดำและส่งกลิ่นเหม็นมาก,2022-FWNM2U,"['100.56584', '13.74733']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/ed6c5b096c2ccf8aa3ea6c00161d34de0f4bc8e2.jpg,,มศว.ประสานมิตร แขวง คลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,วัฒนา,คลองเตยเหนือ,กรุงเทพมหานคร,2022-12-12 09:25:35.845254+00:00,{คลอง},inprogress,,0,รอรับเรื่อง
292527,ห้องน้ำ,33,กรุงเทพมหานคร,"ห้องน้ำในงานกาชาดใช้การไม่ได้ตั้งแต่ วันที่ 11 ธค. 65 ไม่มีการติดป้าย แจ้ง 
การใช้ห้องน้ำค่อนข้างไกล",2022-NM6YFC,"['100.54188', '13.73111']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2ef3af6715a563a79d156b9a39d11b2201f13383.jpg,,PGJR+9RF แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ปทุมวัน,ลุมพินี,กรุงเทพมหานคร,2022-12-12 09:21:09.810213+00:00,{ห้องน้ำ},report,,0,รอรับเรื่อง
292526,ความสะอาด,5,กรุงเทพมหานคร,ขยะมาเก็บสองอาทิตย์ครั้งแจ้งเก็บของชิ้นใหญ่ไปเดือนกว่าแล้วนะคะ,2022-6NQED7,"['100.42994', '13.68176']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/c3fe74216d21cea2afac66153ca7f1864017a552.jpg,,5/121 บางบอน 1 ซอย 12 แยก 5-2 บางบอนเหนือ เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,บางบอน,คลองบางพราน,กรุงเทพมหานคร,2022-12-12 09:18:17.541978+00:00,{ความสะอาด},report,,0,รอรับเรื่อง
292525,ท่อระบายน้ำ,12,กรุงเทพมหานคร,ท่อระบายน้ำชำรุดเสียหาย,2022-M8MYW8,"['100.72111', '13.80212']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/4901719148eb5b75199eba830868322a56cb0dbd.jpg,,74/5 ซอย รามคำแหง 180 มีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,2022-12-12 09:17:51.400868+00:00,{ท่อระบายน้ำ},report,,0,รอรับเรื่อง
292524,ถนน,9,กรุงเทพมหานคร,งานวางท่อประปาในหมู่บ้านทำให้ถนนเสียหายและเก็บงานไม่เรียบร้อย,2022-3QF6B7,"['100.66616', '13.78770']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/6320855e5067428acc6e56b059074ed2436b6d13.jpg,,48/775 เสรีไทย แขวง คลองกุ่ม เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,บึงกุ่ม,คลองกุ่ม,กรุงเทพมหานคร,2022-12-12 09:17:51.234346+00:00,{ถนน},inprogress,,0,รอรับเรื่อง
292523,ความปลอดภัย,12,กรุงเทพมหานคร,"S30 sukhumvit hotel
ประกอบกิจการโรงแรมไม่มีใบอนุญาต ไม่มีบันไดหนีไฟ อันตรายต่อสุขภาพ โรงแรมเถื่อน หากเกิดเหตุแปลว่าทางเขตปล่อยปละละเลย",2022-PBR844,"['100.57274', '13.72711']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e4acbb4fc5f79701ba1c08521166d4f51a3f7b09.jpg,,1/61 ซอย สุขุมวิท 30 แขวง คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองตัน,กรุงเทพมหานคร,2022-12-12 09:16:53.652870+00:00,{ความปลอดภัย},inprogress,,0,กำลังดำเนินการ
292522,"ถนน,ป้าย",12,กรุงเทพมหานคร,บริเวณนี้มีการทำทางม้าลายเพิ่ม เดิมมีทางม้าลาย 2 แห่ง อยู่ห่างกันประมาณ 500 เมตร เมื่อประมาณเดือนก่อนมีการทำทางม้าลายเพิ่มแบบไม่มีป้ายเตือนผู้ใช้รถ มีแต่มาทาสีบนพื้นถนนหน้าห้างล่าสุดเปิดช่องเตรียม เตรียมทำอีกที่ในระยะห่างกันไม่กี่ร้อยเมตร  รวมในระยะทาง 500 เมตรมีทางม้าลาย 3(+1) แห่ง มันเยอะเกินไปรึเปล่า,2022-LRVEET,"['100.72614', '13.72216']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/c2cacae4401002de691c92931f41ad99c460221f.jpg,,2 ถนน ลาดกระบัง แขวง ลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,2022-12-12 09:13:03.312683+00:00,"{ถนน,ป้าย}",inprogress,,0,รอรับเรื่อง
292521,น้ำท่วม,12,กรุงเทพมหานคร,"ต้องการให้ปรับปรุงซอยทางเข้า 
ปกติมีน้ำท่วมขัง(ตามรูป) ตอนนี้แก้ปัญหาเอาหินคลุกมาเทไว้",2022-FZQXCC,"['100.60860', '13.70094']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d8e7194db7a8ade047c4867dc9129c13b3cb0eec.jpg,,115 ซอย พึ่งมี แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-12 09:10:31.346960+00:00,{น้ำท่วม},report,,0,รอรับเรื่อง
292520,ป้าย,12,กรุงเทพมหานคร,รถเมล์คันนี้จอดแช่ทุกป้าย ส่งผลให้รถข้างหลังติด,2022-3PCPDY,"['100.56816', '13.73154']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f35262e1f21dcf8653d75a37883c969b39230f2c.jpg,,สวนเบญจศิริ กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองตัน,กรุงเทพมหานคร,2022-12-12 09:06:58.277876+00:00,{ป้าย},report,,0,รอรับเรื่อง
292518,ความสะอาด,5,กรุงเทพมหานคร,แจ้งเรื่องทิ้งเศษขยะไม่เป็นที่ในที่ว่างเปล่าทำให้สกปรกและรบกวนผู้อยู่อาศัยข้างเคียง,2022-F9W7PR,"['100.66596', '13.78749']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/8210c9dfee1a699b7f190fcfb0bb85ffc609114c.jpg,,48/558 เสรีไทย แขวง คลองกุ่ม เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,บึงกุ่ม,คลองกุ่ม,กรุงเทพมหานคร,2022-12-12 09:04:00.610538+00:00,{ความสะอาด},inprogress,,0,กำลังดำเนินการ
292517,ความปลอดภัย,12,กรุงเทพมหานคร,"Harry resident กับ sukhumvit 20 guest house เจ้าของเดียวกัน
ประกอบกิจการโรงแรมไม่มีใบอนุญาต ไม่มีบันไดหนีไฟ อันตรายต่อสุขภาพ โรงแรมเถื่อน หากเกิดเหตุแปลว่าทางเขตปล่อยปละละเลย",2022-8WZLR6,"['100.56387', '13.73083']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/aa91c959b36e1284fbbf186ceac70bdae8c1afef.jpg,,PHJ7+8GQ ซ. สุขุมวิท 20 แขวง คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,2022-12-12 09:00:59.051614+00:00,{ความปลอดภัย},inprogress,,0,รอรับเรื่อง
292516,จราจร,91,กรุงเทพมหานคร,รถแท็กซี่จอดรถรอผู้โดยสาร  ทำให้จราจรติดขัด,2022-3KLWAD,"['100.41015', '13.71069']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/51e51328dc2a5badcea4660b99c8337f09fea1da.jpg,,PC66+72P แขวง บางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแค,บางแคเหนือ,กรุงเทพมหานคร,2022-12-12 08:58:49.172452+00:00,{จราจร},report,,0,รอรับเรื่อง
292513,"ถนน,ทางเท้า",6,กรุงเทพมหานคร,12ธค2565เวลา13.44น ทางเท้าซอยราชวิถี12 อนุสาวรีย์ชัย จากปากทางเข้าไปประมาน30 เมตร ร้านอาหารวางของรุกทางเท้าคนสัญจรไม่ได้ต้องเดินลงถนน ขอเทศกิจโปรดบังคับใช้กฎหมายจัดระเบียบด้วย,2022-BUVTMB,"['100.53786', '13.76596']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/6c78becf76954877c1d3d228d3a6a0edcab0a53c.jpg,,QG8Q+94W ถ. พหลโยธิน แขวง ทุ่งพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ราชเทวี,ทุ่งพญาไท,กรุงเทพมหานคร,2022-12-12 08:44:02.974262+00:00,"{ถนน,ทางเท้า}",inprogress,,0,กำลังดำเนินการ
292512,ทางเท้า,6,กรุงเทพมหานคร,มีพนักงานดีลิฟเวอร์รี่นั่ง นอน มั่วสุม ยึดครองฟุตบาทสาธารณะ และจอดรถในพื้นที่ขาวแดงทุกวัน,2022-3YVXQ9,"['100.56135', '13.74350']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/3dbf6218cf459390c5d2149a4a1ee7809953adc2.jpg,,181 สุขุมวิท แขวง คลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,วัฒนา,คลองเตยเหนือ,กรุงเทพมหานคร,2022-12-12 08:41:00.520003+00:00,{ทางเท้า},inprogress,,0,รอรับเรื่อง
292511,ทางเท้า,6,กรุงเทพมหานคร,12ธค2565เวลา13.44น ทางเท้าซอยราชวิถี12 อนุสาวรีย์ชัย แม่ค้าขายของบนทางเท้าปากซอย ยึดทางเท้าหมดคนสัญจรไม่ได้ ต้องลงเดินบนถนน,2022-BL4UZ6,"['100.53756', '13.76541']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/643d260fc4357b2b1666384b5f818dd4fffea923.jpg,,12 ถ. ราชวิถี แขวง ทุ่งพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ราชเทวี,ทุ่งพญาไท,กรุงเทพมหานคร,2022-12-12 08:39:27.497567+00:00,{ทางเท้า},inprogress,,0,กำลังดำเนินการ
292510,สะพาน,6,กรุงเทพมหานคร,สายเคเบิ้ลขาดบริเวณทางยูเทินสะพานพระยาเพชร,2022-MKHDFQ,"['100.84508', '13.70258']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/fa76b38a808cca4e10f988b32ca82b7938a7f6db.jpg,,PR2V+XXH แขวง ขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,ขุมทอง,กรุงเทพมหานคร,2022-12-12 08:34:14.317246+00:00,{สะพาน},report,,0,รอรับเรื่อง
292509,แสงสว่าง,14,กรุงเทพมหานคร,ไฟส่องสว่าง,2022-9C8B8D,"['100.65153', '13.68901']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1abd15deb550c71323451f449d6eb1dd9816f407.jpg,,18 ซอย ศรีนครินทร์ 55 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ประเวศ,หนองบอน,กรุงเทพมหานคร,2022-12-12 08:32:23.740697+00:00,{แสงสว่าง},inprogress,,0,รอรับเรื่อง
292505,ความสะอาด,6,กรุงเทพมหานคร,ป้าคนนี้ให้อาหารนกประจำเลยค่ะ ทำให้เกิดความสกปรกบริเวณนี้ตลอด เชื้อโรคก็เยอะมาก แถมยังใกล้ไปยังมีอาหารมาขายสงสารคนขายอาหารมากค่ะที่ต้องมาอยู่ในบริเวณนี้ เพราะป้าคนนี้เอาเศษอาหารมาให้นก,2022-GNKQLX,"['100.43736', '13.71313']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/96bfa7884eb9be5203ce723657f8763b99cc470b.jpg,,522/1 ซอย เพชรเกษม 52 แขวง บางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,ภาษีเจริญ,บางหว้า,กรุงเทพมหานคร,2022-12-12 08:17:41.498398+00:00,{ความสะอาด},inprogress,,0,กำลังดำเนินการ
292503,สัตว์จรจัด,6,กรุงเทพมหานคร,นกพิราบเยอะมาก ทำให้บริเวณใกล้เคียง แย่มากครับ ทั้งของเสียและมูลจากนกพิราบ,2022-E3FHTL,"['100.43876', '13.71351']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/568157ac83b376e2986fc89b73c0f3166e01662e.jpg,,486 ถ. เพชรเกษม แขวง บางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,ภาษีเจริญ,บางหว้า,กรุงเทพมหานคร,2022-12-12 08:09:08.296014+00:00,{สัตว์จรจัด},inprogress,,0,กำลังดำเนินการ
